t_seconds,soc_percent
1232,99.08287768553319
1233,99.10240899408203
1234,99.12152435809695
1235,99.14023263565599
1236,99.15854249619295
1237,99.17646242451477
1238,99.19400072473343
1239,99.21116552411411
1240,99.2279647768413
1241,99.24440626770487
1242,99.26049761570745
1243,99.27624627759516
1244,99.29165955131305
1245,99.30674457938693
1246,99.32150835223332
1247,99.33595771139872
1248,99.35009935273004
1249,99.36393982947746
1250,99.37748555533118
1251,99.39074280739356
1252,99.40371772908796
1253,99.41641633300553
1254,99.42884450369152
1255,99.44100800037216
1256,99.4529124596235
1257,99.46456339798337
1258,99.47596621450779
1259,99.4871261932729
1260,99.49804850582358
1261,99.50873821356993
1262,99.51920027013279
1263,99.52943952363921
1264,99.53946071896912
1265,99.54926849995404
1266,99.55886741152909
1267,99.56826190183912
1268,99.57745632429996
1269,99.58645493961579
1270,99.5952619177536
1271,99.60388133987551
1272,99.61231720023002
1273,99.6205734080029
1274,99.62865378912876
1275,99.63656208806398
1276,99.64430196952188
1277,99.65187702017094
1278,99.65929075029693
1279,99.6665465954295
1280,99.67364791793423
1281,99.68059800857081
1282,99.68740008801791
1283,99.69405730836567
1284,99.7005727545764
1285,99.70694944591412
1286,99.71319033734373
1287,99.71929832090031
1288,99.72527622702928
1289,99.7311268258981
1290,99.7368528286799
1291,99.74245688880987
1292,99.74794160321484
1293,99.75330951351674
1294,99.75856310721036
1295,99.76370481881607
1296,99.76873703100794
1297,99.77366207571797
1298,99.77848223521656
1299,99.78319974317029
1300,99.78781678567684
1301,99.79233550227816
1302,99.79675798695187
1303,99.80108628908161
1304,99.80532241440672
1305,99.80946832595176
1306,99.81352594493612
1307,99.81749715166433
1308,99.8213837863974
1309,99.8251876502056
1310,99.82891050580308
1311,99.83255407836468
1312,99.83612005632543
1313,99.83961009216294
1314,99.84302580316317
1315,99.84636877216988
1316,99.84964054831812
1317,99.85284264775208
1318,99.85597655432774
1319,99.85904372030039
1320,99.8620455669977
1321,99.8649834854783
1322,99.86785883717646
1323,99.87067295453288
1324,99.87342714161227
1325,99.87612267470756
1326,99.87876080293138
1327,99.88134274879488
1328,99.88386970877424
1329,99.88634285386516
1330,99.88876333012544
1331,99.8911322592061
1332,99.89345073887115
1333,99.8957198435063
1334,99.89794062461681
1335,99.90011411131478
1336,99.90224131079604
1337,99.90432320880687
1338,99.9063607701008
1339,99.9083549388857
1340,99.91030663926128
1341,99.91221677564738
1342,99.91408623320304
1343,99.91591587823667
1344,99.91770655860756
1345,99.9194591041187
1346,99.92117432690137
1347,99.92285302179143
1348,99.92449596669772
